experiment_accession	experiment_title	organism_name	instrument	submitter	study_accession	study_title	sample_accession	sample_title	total_size_mb	total_runs	total_spots	total_bases	library_name	library_strategy	library_source	library_selection	bioproject	publication_url	publication_doi	publication_title	excluded	exclusion_criteria	oligo_dt_annotated	blood_meal_hour	sex.x	contam	pool_size	tissue.x	source	run_accession	experiment_desc	organism_taxid	library_layout	instrument_model	instrument_model_desc	total_size	run_total_spots	run_total_bases	run_alias	public_filename	public_size	public_date	public_md5	public_version	public_semantic_name	public_supertype	public_sratoolkit	aws_url	aws_free_egress	aws_access_type	public_url	ncbi_url	ncbi_free_egress	ncbi_access_type	gcp_url	gcp_free_egress	gcp_access_type	experiment_alias	isolate	breed	host	isolation_source	collection_date	geo_loc_name	tissue.y	dev_stage	sex.y	biosamplemodel	age	analysis_type	data_type	gssr_id	library_type	lsid	material_type	product_order	product_part_number	project	research_project	root_sample_id	sample_id	work_request	rna isolation method	collection date	strain	specific host	"geographic location (country and/or sea, region)"	analyte type	isolation-source	rna isolation	sample_type	tissue_type	label	id	ena_fastq_http	ena_fastq_http_1	ena_fastq_http_2	ena_fastq_ftp	ena_fastq_ftp_1	ena_fastq_ftp_2
SRX374955	Female Salivary Gland 48h fed	Amblyomma americanum	Illumina HiSeq 2000	Texas A&M University	SRP032795	Amblyomma americanum strain:Stillwater Oklahoma Transcriptome or Gene expression	SRS500318	NA	21.11	1	179494	35898800	SG48	RNA-Seq	TRANSCRIPTOMIC	unspecified	PRJNA226980	https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2080-1; https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-15-518	https://doi.org/10.1186/s13071-017-2080-1; https://doi.org/10.1186/1471-2164-15-518	A repertoire of protease inhibitor families in Amblyomma americanum and other tick species: inter-species; A 24-48 h fed Amblyomma americanum tick saliva immuno-proteome  comparative analyses	keep	NA	oligo_dt	48	female	rabbit; phage	10	salivary_gland	"Texas A&M, Oklahoma State University"	SRR1027471	Female Salivary Gland 48h fed	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	22132154	179494	35898800	SG48	SRR1027471.sralite	9562069	2021-06-16T10:08:27Z	fcfe68a462a19bd6a5d38ed055e41f56	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-8/SRR1027471/SRR1027471.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027471/SRR1027471.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027471/SRR1027471.sralite.1	worldwide	anonymous	gs://sra-pub-zq-6/SRR1027471/SRR1027471.noqual.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	salivary gland	SG48	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/001/SRR1027471/SRR1027471_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/001/SRR1027471/SRR1027471_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/001/SRR1027471/SRR1027471_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/001/SRR1027471/SRR1027471_2.fastq.gz
SRX20863294	RNAseq of Amblyomma americanum: E coli treatment (24h_1)	Amblyomma americanum	Illumina HiSeq 2000	university of missouri	SRP446981	Amblyomma americanum RNA-seq following E. coli treatment	SRS18144224	NA	2129.97	1	22545356	6763606800	Ecoli_24h_1	RNA-Seq	TRANSCRIPTOMIC	PCR	PRJNA982785	https://www.frontiersin.org/articles/10.3389/fcimb.2023.1236785/full	https://doi.org/10.3389/fcimb.2023.1236785	Integrative analysis highlights molecular and immune responses of tick Amblyomma americanum to Escherichia coli challenge	keep	NA	oligo_dt	0	female	ecoli	3	whole	Boehringer Ingelheim Vetmedica Inc	SRR25110243	RNAseq of Amblyomma americanum: E coli treatment (24h_1)	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	2233436533	22545356	6763606800	Ecoli_24h_1_1.fq.gz	SRR25110243.lite	1736644130	2023-07-07T08:47:21Z	8a691aeb9ba3664f3b1ef81b208e867c	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR25110243/SRR25110243.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110243/SRR25110243.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110243/SRR25110243.lite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR25110243/SRR25110243.lite.1	gs.US	gcp identity	NA	Whole body	E_24h_1	not applicable	NA	2022-12	not applicable	Whole body	NA	NA	Invertebrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/043/SRR25110243/SRR25110243_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/043/SRR25110243/SRR25110243_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/043/SRR25110243/SRR25110243_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/043/SRR25110243/SRR25110243_2.fastq.gz
SRX20863293	RNAseq of Amblyomma americanum: E coli treatment (12h_3)	Amblyomma americanum	Illumina HiSeq 2000	university of missouri	SRP446981	Amblyomma americanum RNA-seq following E. coli treatment	SRS18144225	NA	2037.46	1	21856542	6556962600	Ecoli_12h_3	RNA-Seq	TRANSCRIPTOMIC	PCR	PRJNA982785	https://www.frontiersin.org/articles/10.3389/fcimb.2023.1236785/full	https://doi.org/10.3389/fcimb.2023.1236785	Integrative analysis highlights molecular and immune responses of tick Amblyomma americanum to Escherichia coli challenge	keep	NA	oligo_dt	0	female	ecoli	3	whole	Boehringer Ingelheim Vetmedica Inc	SRR25110244	RNAseq of Amblyomma americanum: E coli treatment (12h_3)	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	2136431338	21856542	6556962600	Ecoli_12h_3_1.fq.gz	SRR25110244.lite	1682056108	2023-07-07T08:47:14Z	0c40a4e9d7ce9bf3054abd3cbf2eb615	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR25110244/SRR25110244.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110244/SRR25110244.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110244/SRR25110244.lite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR25110244/SRR25110244.lite.1	gs.US	gcp identity	NA	Whole body	E_12h_3	not applicable	NA	2022-12	not applicable	Whole body	NA	NA	Invertebrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/044/SRR25110244/SRR25110244_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/044/SRR25110244/SRR25110244_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/044/SRR25110244/SRR25110244_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/044/SRR25110244/SRR25110244_2.fastq.gz
SRX20863292	RNAseq of Amblyomma americanum: E coli treatment (12h_2)	Amblyomma americanum	Illumina HiSeq 2000	university of missouri	SRP446981	Amblyomma americanum RNA-seq following E. coli treatment	SRS18144221	NA	1986.78	1	21243649	6373094700	Ecoli_12h_2	RNA-Seq	TRANSCRIPTOMIC	PCR	PRJNA982785	https://www.frontiersin.org/articles/10.3389/fcimb.2023.1236785/full	https://doi.org/10.3389/fcimb.2023.1236785	Integrative analysis highlights molecular and immune responses of tick Amblyomma americanum to Escherichia coli challenge	keep	NA	oligo_dt	0	female	ecoli	3	whole	Boehringer Ingelheim Vetmedica Inc	SRR25110245	RNAseq of Amblyomma americanum: E coli treatment (12h_2)	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	2083289700	21243649	6373094700	Ecoli_12h_2_1.fq.gz	SRR25110245.lite	1634111001	2023-07-07T08:47:15Z	b1bf03b8cd3d7ac7c8d7c4054e614d19	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR25110245/SRR25110245.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110245/SRR25110245.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110245/SRR25110245.lite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR25110245/SRR25110245.lite.1	gs.US	gcp identity	NA	Whole body	E_12h_2	not applicable	NA	2022-12	not applicable	Whole body	NA	NA	Invertebrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/045/SRR25110245/SRR25110245_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/045/SRR25110245/SRR25110245_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/045/SRR25110245/SRR25110245_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/045/SRR25110245/SRR25110245_2.fastq.gz
SRX20863291	RNAseq of Amblyomma americanum: E coli treatment (12h_1)	Amblyomma americanum	Illumina HiSeq 2000	university of missouri	SRP446981	Amblyomma americanum RNA-seq following E. coli treatment	SRS18144223	NA	2037.89	1	21615451	6484635300	Ecoli_12h_1	RNA-Seq	TRANSCRIPTOMIC	PCR	PRJNA982785	https://www.frontiersin.org/articles/10.3389/fcimb.2023.1236785/full	https://doi.org/10.3389/fcimb.2023.1236785	Integrative analysis highlights molecular and immune responses of tick Amblyomma americanum to Escherichia coli challenge	keep	NA	oligo_dt	0	female	ecoli	3	whole	Boehringer Ingelheim Vetmedica Inc	SRR25110246	RNAseq of Amblyomma americanum: E coli treatment (12h_1)	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	2136882360	21615451	6484635300	Ecoli_12h_1_1.fq.gz	SRR25110246.lite	1662682282	2023-07-07T08:47:34Z	d6e6e3bb6c2da4fb6a0fe90824417988	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR25110246/SRR25110246.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110246/SRR25110246.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110246/SRR25110246.lite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR25110246/SRR25110246.lite.1	gs.US	gcp identity	NA	Whole body	E_12h_1	not applicable	NA	2022-12	not applicable	Whole body	NA	NA	Invertebrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/046/SRR25110246/SRR25110246_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/046/SRR25110246/SRR25110246_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/046/SRR25110246/SRR25110246_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/046/SRR25110246/SRR25110246_2.fastq.gz
SRX20863290	RNAseq of Amblyomma americanum: E coli treatment (6h_3)	Amblyomma americanum	Illumina HiSeq 2000	university of missouri	SRP446981	Amblyomma americanum RNA-seq following E. coli treatment	SRS18144222	NA	2066.74	1	22121326	6636397800	Ecoli_6h_3	RNA-Seq	TRANSCRIPTOMIC	PCR	PRJNA982785	https://www.frontiersin.org/articles/10.3389/fcimb.2023.1236785/full	https://doi.org/10.3389/fcimb.2023.1236785	Integrative analysis highlights molecular and immune responses of tick Amblyomma americanum to Escherichia coli challenge	keep	NA	oligo_dt	0	female	ecoli	3	whole	Boehringer Ingelheim Vetmedica Inc	SRR25110247	RNAseq of Amblyomma americanum: E coli treatment (6h_3)	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	2167137178	22121326	6636397800	Ecoli_6h_3_1.fq.gz	SRR25110247.lite	1704908566	2023-07-07T08:47:15Z	781f5e6779f9abf5571e276194602917	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR25110247/SRR25110247.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110247/SRR25110247.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110247/SRR25110247.lite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR25110247/SRR25110247.lite.1	gs.US	gcp identity	NA	Whole body	E_6h_3	not applicable	NA	2022-12	not applicable	Whole body	NA	NA	Invertebrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/047/SRR25110247/SRR25110247_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/047/SRR25110247/SRR25110247_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/047/SRR25110247/SRR25110247_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/047/SRR25110247/SRR25110247_2.fastq.gz
SRX20863289	RNAseq of Amblyomma americanum: E coli treatment (6h_2)	Amblyomma americanum	Illumina HiSeq 2000	university of missouri	SRP446981	Amblyomma americanum RNA-seq following E. coli treatment	SRS18144219	NA	2107.92	1	22552763	6765828900	Ecoli_6h_2	RNA-Seq	TRANSCRIPTOMIC	PCR	PRJNA982785	https://www.frontiersin.org/articles/10.3389/fcimb.2023.1236785/full	https://doi.org/10.3389/fcimb.2023.1236785	Integrative analysis highlights molecular and immune responses of tick Amblyomma americanum to Escherichia coli challenge	keep	NA	oligo_dt	0	female	ecoli	3	whole	Boehringer Ingelheim Vetmedica Inc	SRR25110248	RNAseq of Amblyomma americanum: E coli treatment (6h_2)	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	2210317192	22552763	6765828900	Ecoli_6h_2_1.fq.gz	SRR25110248.lite	1734639986	2023-07-07T08:47:22Z	9881dd6bbee2797a573badd4cca673c2	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR25110248/SRR25110248.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110248/SRR25110248.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110248/SRR25110248.lite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR25110248/SRR25110248.lite.1	gs.US	gcp identity	NA	Whole body	E_6h_2	not applicable	NA	2022-12	not applicable	Whole body	NA	NA	Invertebrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/048/SRR25110248/SRR25110248_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/048/SRR25110248/SRR25110248_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/048/SRR25110248/SRR25110248_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/048/SRR25110248/SRR25110248_2.fastq.gz
SRX20863288	RNAseq of Amblyomma americanum: E coli treatment (6h_1)	Amblyomma americanum	Illumina HiSeq 2000	university of missouri	SRP446981	Amblyomma americanum RNA-seq following E. coli treatment	SRS18144220	NA	2195.67	1	23238194	6971458200	Ecoli_6h_1	RNA-Seq	TRANSCRIPTOMIC	PCR	PRJNA982785	https://www.frontiersin.org/articles/10.3389/fcimb.2023.1236785/full	https://doi.org/10.3389/fcimb.2023.1236785	Integrative analysis highlights molecular and immune responses of tick Amblyomma americanum to Escherichia coli challenge	keep	NA	oligo_dt	0	female	ecoli	3	whole	Boehringer Ingelheim Vetmedica Inc	SRR25110249	RNAseq of Amblyomma americanum: E coli treatment (6h_1)	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	2302324527	23238194	6971458200	Ecoli_6h_1_1.fq.gz	SRR25110249.lite	1790086422	2023-07-07T08:47:04Z	8c99e4dc50295ceeb3d7b7f6d8878fac	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR25110249/SRR25110249.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110249/SRR25110249.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110249/SRR25110249.lite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR25110249/SRR25110249.lite.1	gs.US	gcp identity	NA	Whole body	E_6h_1	not applicable	NA	2022-12	not applicable	Whole body	NA	NA	Invertebrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/049/SRR25110249/SRR25110249_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/049/SRR25110249/SRR25110249_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/049/SRR25110249/SRR25110249_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/049/SRR25110249/SRR25110249_2.fastq.gz
SRX20863287	RNAseq of Amblyomma americanum: PBS treatment (24h_3)	Amblyomma americanum	Illumina HiSeq 2000	university of missouri	SRP446981	Amblyomma americanum RNA-seq following E. coli treatment	SRS18144216	NA	2243.54	1	23906451	7171935300	PBS_24h_3	RNA-Seq	TRANSCRIPTOMIC	PCR	PRJNA982785	https://www.frontiersin.org/articles/10.3389/fcimb.2023.1236785/full	https://doi.org/10.3389/fcimb.2023.1236785	Integrative analysis highlights molecular and immune responses of tick Amblyomma americanum to Escherichia coli challenge	keep	NA	oligo_dt	0	female	ecoli	3	whole	Boehringer Ingelheim Vetmedica Inc	SRR25110250	RNAseq of Amblyomma americanum: PBS treatment (24h_3)	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	2352518445	23906451	7171935300	PBS_24h_3_1.fq.gz	SRR25110250.lite	1840815347	2023-07-07T08:47:34Z	a255129b4145290701122f05a68bd342	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR25110250/SRR25110250.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110250/SRR25110250.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110250/SRR25110250.lite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR25110250/SRR25110250.lite.1	gs.US	gcp identity	NA	Whole body	PBS_24_3	not applicable	NA	2022-12	not applicable	Whole body	NA	NA	Invertebrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/050/SRR25110250/SRR25110250_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/050/SRR25110250/SRR25110250_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/050/SRR25110250/SRR25110250_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/050/SRR25110250/SRR25110250_2.fastq.gz
SRX20863286	RNAseq of Amblyomma americanum: PBS treatment (24h_2)	Amblyomma americanum	Illumina HiSeq 2000	university of missouri	SRP446981	Amblyomma americanum RNA-seq following E. coli treatment	SRS18144218	NA	2368.49	1	25096033	7528809900	PBS_24h_2	RNA-Seq	TRANSCRIPTOMIC	PCR	PRJNA982785	https://www.frontiersin.org/articles/10.3389/fcimb.2023.1236785/full	https://doi.org/10.3389/fcimb.2023.1236785	Integrative analysis highlights molecular and immune responses of tick Amblyomma americanum to Escherichia coli challenge	keep	NA	oligo_dt	0	female	ecoli	3	whole	Boehringer Ingelheim Vetmedica Inc	SRR25110251	RNAseq of Amblyomma americanum: PBS treatment (24h_2)	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	2483544769	25096033	7528809900	PBS_24h_2_1.fq.gz	SRR25110251.lite	1929197113	2023-07-07T08:48:09Z	e03d505bb2ad78033c5f198faa936074	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR25110251/SRR25110251.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110251/SRR25110251.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110251/SRR25110251.lite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR25110251/SRR25110251.lite.1	gs.US	gcp identity	NA	Whole body	PBS_24_2	not applicable	NA	2022-12	not applicable	Whole body	NA	NA	Invertebrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/051/SRR25110251/SRR25110251_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/051/SRR25110251/SRR25110251_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/051/SRR25110251/SRR25110251_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/051/SRR25110251/SRR25110251_2.fastq.gz
SRX20863285	RNAseq of Amblyomma americanum: PBS treatment (24h_1)	Amblyomma americanum	Illumina HiSeq 2000	university of missouri	SRP446981	Amblyomma americanum RNA-seq following E. coli treatment	SRS18144217	NA	2032.72	1	21580621	6474186300	PBS_24h_1	RNA-Seq	TRANSCRIPTOMIC	PCR	PRJNA982785	https://www.frontiersin.org/articles/10.3389/fcimb.2023.1236785/full	https://doi.org/10.3389/fcimb.2023.1236785	Integrative analysis highlights molecular and immune responses of tick Amblyomma americanum to Escherichia coli challenge	keep	NA	oligo_dt	0	female	ecoli	3	whole	Boehringer Ingelheim Vetmedica Inc	SRR25110252	RNAseq of Amblyomma americanum: PBS treatment (24h_1)	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	2131458697	21580621	6474186300	PBS_24h_1_1.fq.gz	SRR25110252.lite	1659654792	2023-07-07T08:47:12Z	9584e6832bc1fb104fb8bcc760a27b1e	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR25110252/SRR25110252.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110252/SRR25110252.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110252/SRR25110252.lite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR25110252/SRR25110252.lite.1	gs.US	gcp identity	NA	Whole body	PBS_24_1	not applicable	NA	2022-12	not applicable	Whole body	NA	NA	Invertebrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/052/SRR25110252/SRR25110252_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/052/SRR25110252/SRR25110252_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/052/SRR25110252/SRR25110252_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/052/SRR25110252/SRR25110252_2.fastq.gz
SRX20863284	RNAseq of Amblyomma americanum: PBS treatment (12h_3)	Amblyomma americanum	Illumina HiSeq 2000	university of missouri	SRP446981	Amblyomma americanum RNA-seq following E. coli treatment	SRS18144214	NA	2170.84	1	22917793	6875337900	PBS_12h_3	RNA-Seq	TRANSCRIPTOMIC	PCR	PRJNA982785	https://www.frontiersin.org/articles/10.3389/fcimb.2023.1236785/full	https://doi.org/10.3389/fcimb.2023.1236785	Integrative analysis highlights molecular and immune responses of tick Amblyomma americanum to Escherichia coli challenge	keep	NA	oligo_dt	0	female	ecoli	3	whole	Boehringer Ingelheim Vetmedica Inc	SRR25110253	RNAseq of Amblyomma americanum: PBS treatment (12h_3)	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	2276293760	22917793	6875337900	PBS_12h_3_1.fq.gz	SRR25110253.lite	1765145414	2023-07-07T08:47:27Z	f557efebc66de9ab5d3d90e62f1ac70f	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR25110253/SRR25110253.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110253/SRR25110253.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110253/SRR25110253.lite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR25110253/SRR25110253.lite.1	gs.US	gcp identity	NA	Whole body	PBS_12_3	not applicable	NA	2022-12	not applicable	Whole body	NA	NA	Invertebrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/053/SRR25110253/SRR25110253_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/053/SRR25110253/SRR25110253_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/053/SRR25110253/SRR25110253_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/053/SRR25110253/SRR25110253_2.fastq.gz
